galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y,Index
1000000,UGCA 438 (ESO 407-018),0.996838802,80.74427982,8028.029438,0.813013077,13.89443459,,,,,40.27163015,876.2960695,82.56331588,72.36716587,60.07375673,15.30747185,171.5263855,33.49273082,78.0691746,82.30675196,108.7450667,112.0347473,130.1670915,2.424423221,48.86014061,23.65091148,39.07020785,56.36918888,25.52710408,75.79958096,80.05405329,48.21636506,22.72277255,23.29050064,1.771655611,36.01707365,85.17366631,312.4113909,25.99467467,14.57698068,20818.01988,3887.237652,8.454221786,91.2745925,,,,,13.90375623,13.53486643,229.8306968,61.34110548,22189.39219,15088.71216,139.2869165,111.6840629,89.52826986,76.25362911,36.95884043,29.41326499,,145276.612,121.1467075,190.7809544,43.88308448,27.81185299,,,,,,,,,24.2629453,,0.070865599,1815
1000000,UGCA 86,0.797989598,69.87822666,23354.70698,0.624834312,12.08801685,7.420065556,0.659722241,0.679629004,180.8327626,,199.2332414,69.67512367,132.8542235,86.77620703,14.04386795,553.6746527,59.21074756,73.13310551,74.33080375,127.6993498,105.838057,172.7961669,3.563905801,79.51686873,21.63415683,55.56978519,64.40761136,61.61105086,65.06078279,81.33738051,63.58377246,72.90336231,45.49762825,2.237549725,31.61330766,304.1493212,329.1777749,34.25544363,19.95891322,,,,,19.26152268,,7.121110926,6.027887063,11.61947239,13.31707506,400.4223323,93.27310197,24568.63887,17271.78264,80.85588667,,,,,,,70766.04895,,261.3073615,41.03927406,28.81404377,13.10698316,0.529239435,0.698765262,0.907933572,116.3880465,146.5838687,,,,,0.047241446,1943
1000000,UGCA 92,0.689316309,65.63809121,15088.07286,0.886752627,15.13662582,12.77703924,0.751931332,0.848223463,157.1891606,25.60178215,714.2976709,87.22710143,121.4754759,103.2373072,11.30761003,403.7054077,58.62644803,58.11666498,65.96715587,21.47955317,84.37881217,118.845778,2.827738589,52.46837649,38.71102326,28.018841,68.66904753,67.21484225,79.25724832,72.81569767,46.79603648,29.6289916,51.24702981,2.981204081,67.43898025,505.9586925,608.3679875,35.1109403,22.54615101,16571.26708,6238.068799,16.20672824,98.80354463,42.77385802,6.090198006,10.75321675,12.56565417,17.43384756,15.52541897,558.925327,34.41472766,44898.52808,17637.98539,73.503692,207.5053429,70.01186183,81.20566822,21.67829281,8.454838455,88.25201194,60560.18458,115.3766188,686.7855146,75.90336382,36.05915734,11.2946645,0.812198106,0.752920539,0.99614077,114.1100483,156.3448729,9.792015391,18.59126554,30.336116,0.503574635,0.050369235,1806
1000000,Ursa Major I Dwarf (UMa I dSph),0.914132711,76.78393586,22076.90555,0.939493319,15.23040266,10.84644753,0.861619825,0.680959793,152.9253059,24.65029554,652.9907076,89.01851244,73.92644015,66.92282741,16.37885138,723.859006,58.57522821,76.87904862,84.08136263,92.31932327,70.1362467,118.7856527,2.779484383,82.3010833,25.54289465,51.67828365,78.79947086,68.2201039,65.41629238,94.33021515,62.72866034,67.01864313,62.9295695,1.928170408,48.88789838,207.8963721,401.9888271,26.92590414,17.68442613,25094.19938,4905.602165,22.16292547,60.80240341,21.48638047,6.988660427,9.493258122,9.531555131,14.78873184,14.21387936,417.8991192,55.34844501,21651.8871,17489.84215,111.3854397,73.71334952,79.22159327,71.76587516,26.54171434,9.450470993,80.09320496,89377.01832,143.4619646,150.2108722,42.88966774,41.930478,9.135216557,0.888064962,0.856492036,1.035475091,100.258418,120.6478481,6.006694958,3.296098516,19.8363778,0.721768406,0.059830063,1954
1000000,Ursa Major II Dwarf,1.104376811,92.10053439,50711.08694,1.077311963,23.2594911,14.7533111,1.083769766,1.156470861,36.96896968,38.19609382,373.8336545,93.86673565,101.6788488,41.1898235,24.38358799,459.3412651,44.3766762,90.21308195,91.13381297,79.4471849,47.03680668,55.05218082,2.002301976,34.67567564,13.88380963,21.09807082,71.64686666,72.30247971,95.80849998,81.18466688,71.88507595,42.79318544,58.31120498,2.014687533,23.32256602,115.7275214,184.3742036,30.01347857,15.71955368,57317.53066,5645.86344,16.29333532,88.5638728,34.17057566,18.64588821,16.03834807,14.99244276,25.12714374,20.73777416,480.890403,46.0589581,39600.45321,26907.42489,138.2849128,172.2804454,136.6395129,110.0536625,31.89956366,8.698846274,110.6508932,37020.94888,115.5868803,133.2706296,77.31020868,82.87067722,11.22555849,1.154599631,1.051274435,1.026417803,70.90876611,50.3532948,20.84457435,4.518037715,13.39007145,0.228420181,0.187022003,1870
1000000,Ursa Minor Dwarf,0.955573738,83.15060347,106544.1911,1.24000028,16.18591964,11.16662138,0.956576571,0.884496537,62.02123025,20.21193344,460.3182529,94.71120613,65.25083751,33.93118987,10.96791671,583.0386645,40.5822508,80.3418823,83.59531477,103.2418536,74.96957304,52.28948182,2.52888028,30.09434195,10.3108976,20.6632627,80.44671518,58.75464191,107.2582997,88.84678543,76.32820446,96.97146657,50.01857816,2.122219436,30.87863688,197.712118,255.4135279,16.96149975,14.16667454,99588.56054,9111.241745,,175.5954818,,32.5875129,11.9586445,11.58832873,18.97212792,16.79721673,307.1676657,28.81019783,134076.8994,73508.62909,137.6407085,98.51317671,91.18366722,87.81389245,16.57689221,,78.0633166,,125.0647101,335.4727449,73.84507199,44.1511457,5.723483483,0.987582483,0.982128923,1.042610925,63.16559936,75.85660036,,,,,0.054728222,1895
1000000,Virgo I,0.533986606,54.27494185,21349.408,0.481236215,8.349135744,4.964157328,0.430207258,0.555302176,199.6700515,18.22748518,486.0346128,50.02012551,200.6352048,144.5572677,12.15672605,478.583692,48.93695569,48.43955589,52.90465328,72.98620722,96.61887971,155.0365804,2.749061919,125.7505683,13.08479994,82.52199819,82.43879018,76.13602534,28.97577765,84.25915296,81.92830671,50.01207161,51.65335771,1.985935958,31.34191507,629.4298114,661.5973456,79.15567965,52.5488302,13058.80687,7806.782246,11.81109201,83.37751564,21.44449542,8.078922518,5.175659484,5.883364273,7.44715906,8.950087097,1781.152437,101.9041984,18493.64658,13175.78926,44.44417066,86.93760536,36.48118738,58.37049175,16.38055469,,43.76328941,115780.776,,1215.133022,43.79230265,31.92058464,8.034508084,0.436707009,0.537903837,0.846413312,217.5002711,188.688759,,14.49067813,,0.853677184,0.045704281,1975
1000000,Willman 1,0.966800912,80.93932267,62501.01963,1.219744044,17.8410311,9.538371773,0.856445603,0.828667271,93.3894196,22.3542615,951.9187025,107.9162694,46.60310889,48.23361127,11.75540342,451.7931756,68.41734044,79.93141055,88.17807751,58.36558363,70.47633734,91.80569664,13.38585553,33.8403568,6.850025116,20.09099576,79.92228225,51.02900973,83.83846413,95.91969661,72.5500891,17.14000828,26.42062777,6.714077414,17.08931887,197.9959182,201.0591889,21.5068734,10.88936804,61419.45605,3815.538329,18.45877052,189.3415829,,9.300025002,13.56651361,11.37930991,19.09834316,14.98067523,397.4440415,24.56518066,70821.43938,31359.27151,,88.04367427,80.96943774,73.65974672,21.61106905,,89.90235345,163022.5521,120.8311094,325.8885644,88.45961747,36.00236298,5.934396779,0.878009017,0.943933497,1.023159707,91.15958065,69.65860848,30.83298486,5.92452945,17.82876766,,0.058238102,1813
1000000,"Wolf-Lundmark-Melotte (WLM, DDO 221)",0.612819037,56.66945302,16952.41978,0.422336928,7.821792257,4.924727142,0.533550428,0.34557134,220.176733,30.50125261,762.6920034,69.53525986,248.0923571,138.3140395,13.04426792,619.9906375,69.83839987,49.96580747,60.63820784,47.65090357,114.9190826,241.1667036,2.803077814,114.4567273,14.14208,90.19204127,77.96484487,73.59486851,41.61678593,89.01599447,84.98775127,27.84399893,50.53068638,1.625921341,19.69323644,419.5008488,450.7977221,74.01384444,50.41439158,19404.07406,10871.62363,14.87661765,110.8383271,24.37988076,14.46187168,1.629033075,2.948514776,7.150590484,8.513495172,892.8067829,117.9529913,4247.338987,14839.38591,27.60344683,70.4999732,39.54282418,45.36916851,25.7922768,8.854864004,28.72725456,79530.59222,73.42252521,208.3192023,60.76310073,32.02332524,7.20885831,0.454872923,0.508285344,0.86164306,180.2773537,175.462311,22.71474504,6.934311509,16.98093586,0.998180338,0.044694721,1877
1005006,Andromeda Galaxy (M31),0.860010945,73.68227882,24971.71631,0.669550287,12.85857693,10.49325964,0.727914917,0.806981598,172.9836302,,449.9676198,73.4413246,136.1596649,70.46135547,18.4654887,331.0949382,68.5783109,75.47158459,71.55993599,78.21707586,93.03771876,88.28813437,,,,,,,,,,32.57592861,,,,234.3928775,405.9017348,21.12486487,20.80142591,30437.57716,7941.228217,17.50853189,178.0172917,10.04415852,13.31644847,,,16.25538306,15.50659817,590.8173078,29.73871052,,,90.76146607,,,,,,,52897.061,128.6484896,672.2752494,66.0597515,18.35328221,15.56215583,,,,,,,,,,0.041302347,2798
1005006,Andromeda I,0.780314238,73.2608522,25518.34111,0.671946785,12.52333853,7.038226021,0.707991814,0.503933299,209.703246,44.90522096,905.5213984,63.18517233,142.2514735,108.6271795,13.02184405,717.8902355,39.67280016,66.26289752,73.84461014,82.95899522,95.31626347,132.8875765,2.48963716,124.6858501,5.739824577,112.8342294,82.83734576,88.5736375,26.6863237,88.55441641,93.92106786,100.0642356,50.6487652,1.713144079,15.74810164,242.5947731,347.0893277,74.77952967,44.32881263,19757.8043,6939.042586,14.4080191,80.78514541,32.04389698,12.82161476,5.998209193,7.445751305,11.5492632,12.2659543,678.0064243,105.7084098,21746.36305,11358.80638,88.06633712,90.20398738,31.00279312,71.24696868,43.9765249,8.552401631,56.8139264,80038.33865,127.6010141,461.2853583,53.22417204,33.32014859,7.475285614,0.655409926,0.646095306,0.968828418,152.2480035,167.7609351,18.33191842,6.107240562,,0.653717524,0.047943637,2839
1005006,Andromeda II,1.040962669,90.00048227,34604.34569,1.019623046,18.71346137,11.8443861,1.063472898,0.893636754,64.32036496,25.72981494,794.7534105,108.9267373,83.127204,55.16509894,34.38245949,633.2099835,62.70378849,81.13746676,93.39067047,81.05017468,52.97773631,48.94553504,3.876068147,46.93692679,9.338421986,42.95225301,58.87120792,62.49730276,77.80216869,76.57506864,57.74141336,57.79145548,44.52114428,2.199884561,36.3067368,196.7283948,246.078932,4.829954309,9.197150639,52392.65024,7810.383716,13.35738274,86.22412012,24.61324442,5.071597461,11.26335848,12.7563067,18.33664874,19.65052887,191.5483227,62.3677872,71712.99973,30024.4636,140.9689014,194.681725,81.38597932,82.42669519,29.24338681,5.266058661,87.58550756,77851.59667,113.9484756,168.7451269,138.0736115,39.4437398,13.00692225,0.948206898,1.023624749,1.092965215,68.57969492,66.8313273,17.88130302,3.586564386,28.75578057,0.481700118,0.189293188,2715
1005006,Andromeda III,0.934735237,79.14272594,36818.22775,0.928748167,15.73638928,13.13159141,0.899854704,1.001046138,66.63114266,38.52466143,387.319849,95.4763189,57.19656649,31.90423262,35.69379528,374.6538884,61.91083507,79.22436844,84.74933913,58.30892366,32.45064257,64.2046759,1.817144642,34.0951588,10.67440572,37.62630467,57.4728095,66.34801479,93.06669207,70.5506463,65.54925325,55.97493392,55.45256942,2.518046889,32.37085502,244.2175083,390.2582642,22.08694851,8.972699294,33282.48657,7274.797095,14.14474105,168.6967594,16.17730254,5.834701822,12.67222881,15.32681621,18.04079954,16.95492138,268.4746458,54.17829333,37543.18556,33270.52481,132.9405483,121.2085545,115.7696088,111.4865185,30.18969464,8.196701398,125.7315321,87384.06388,119.1661656,317.0340517,127.3923736,59.17945275,10.93289757,1.038850585,0.945698006,1.076983906,104.7930177,85.33222012,15.30438668,8.509060246,13.83393663,0.464532806,0.121102098,2837
1005006,Andromeda IX,1.133121669,90.26110784,53925.5954,1.034513631,17.29619014,12.80938202,0.950404084,0.928289749,52.42732764,29.53370739,869.7920765,83.90400536,49.80325725,38.73299518,39.10087184,497.4221902,65.19895238,86.36844376,88.08150028,82.3328928,38.2528751,60.99195107,3.392589917,52.48202598,12.2862793,31.44865685,60.03546653,52.79811502,82.27917119,71.40818152,62.01620693,52.80409255,48.42899301,2.300038103,42.80441538,144.9135472,239.6640034,29.07033255,15.44746535,43204.46046,8886.00717,10.70746507,61.21298023,17.74480575,10.68325272,11.93693664,13.35831587,20.40123756,19.09472299,254.1966431,37.13484326,76349.00102,33007.83214,143.3482833,126.3590995,104.8384284,97.44654693,31.54636248,9.150659063,88.00813969,108049.8714,102.5061344,228.2455507,178.8347735,47.83324406,10.82034756,0.928530287,0.951842335,1.070590272,76.54516574,93.63962513,28.9526464,3.919550652,31.9631228,0.335812895,0.167657963,2758
1005006,Andromeda V,1.111054022,92.58348865,55750.53016,1.006254344,18.93652065,15.16129936,1.095697231,1.038515615,45.89475265,31.08838813,882.485054,112.6595693,31.63014086,33.43822566,39.59888967,421.1583552,128.5590889,82.8889485,96.18206912,71.83079755,53.16927536,32.27050755,2.819303424,48.18160769,10.28453519,24.82429681,73.88122609,50.84998392,81.43041112,81.79040947,73.89419444,92.19481926,46.62350448,1.877091553,25.77701777,134.8606754,167.5957653,22.13222021,9.674278524,63776.13991,14084.20782,12.24974783,32.40379671,19.92957901,6.514862557,14.19842856,13.83993017,19.56955562,17.18215045,464.5749518,34.55454141,69306.89994,39334.575,140.4202281,403.6697948,109.7443878,107.4538448,29.92155437,6.788085455,93.13708456,103499.3634,,224.8962355,110.1752081,109.4581597,10.84581331,0.999686986,1.075492621,1.102253197,53.03710482,95.11142191,25.31765562,2.928042106,40.11301934,0.403722119,0.227078576,2703
1005006,Andromeda VIII,0.509010285,53.89580034,25975.78858,0.699617063,13.20663349,7.369189011,0.545765391,0.646907986,209.4395999,,366.5821426,37.10658697,212.0793093,103.7819511,16.19917204,655.1578907,50.31550797,51.76043634,53.13494711,83.12167542,95.66523755,107.3455807,2.009906864,103.8355495,37.17498223,95.40973286,77.74924556,79.86585577,29.60466225,89.70030841,56.34617346,40.56234063,69.3146448,2.471686921,52.96792976,667.3296768,667.8410044,27.3605568,17.21855425,28947.18429,1439.253201,16.0302129,,27.81159989,14.71196158,8.807660908,9.844427616,14.85711754,12.15272502,1164.767579,78.15912458,33668.61734,14950.89199,30.77016164,78.86341839,57.16158452,54.55850067,,45.82955435,74.81102726,152184.3361,131.0309355,1380.91485,52.61525572,26.46769912,7.943796707,0.666104354,0.528655282,1.090470942,181.6567943,187.9623654,,27.07239139,25.93665251,0.731545214,0.042061132,2759
1005006,Andromeda X,0.780069872,68.26240528,21236.99989,0.562171954,13.31742207,8.071540299,0.612720204,0.563972758,187.4351213,27.67592531,536.1046332,61.5627401,119.8880071,104.8654203,12.62454532,218.001152,45.325269,68.32291856,71.07750799,116.6523369,109.7123571,244.9516034,3.238207261,122.3433031,6.416365336,109.2805844,97.75424743,101.8939,31.54109071,98.69856708,92.21183491,33.76010823,57.91812228,2.868663746,16.82688351,347.6884906,360.0560055,38.19509377,18.74719006,20065.18321,7338.400032,21.48481702,111.1703069,21.6226408,13.09129305,10.30268483,7.137007245,11.3974679,12.13578454,798.379239,124.6197405,20879.01195,19258.54795,42.51716205,37.64345088,,,33.96424976,10.43023705,,91441.83652,156.2060896,521.0116984,61.67535649,37.49788776,8.236491697,0.607643735,0.57427803,1.027215905,,,20.13842542,3.884986362,20.43772002,,0.046324691,2841
1005006,Andromeda XI,0.768347062,62.2488073,22344.64942,0.652015841,11.40933607,6.837838077,0.614745128,0.562757458,187.5352224,35.77825609,914.3790927,70.08298493,115.1268238,80.91983858,16.97733338,499.4879073,37.74460561,63.61844225,66.77479388,57.77281071,89.78391913,101.0018932,1.953695249,105.4108958,20.92351853,65.72210563,72.88317477,71.92167384,61.94204105,76.66445246,61.23471636,20.71756393,72.87140234,2.229419655,50.73247156,313.387261,460.7068598,63.1268851,28.2808826,11133.19137,6190.96325,19.84899419,101.5165819,24.46485071,2.936408057,4.622516706,9.109023851,,,776.565413,109.761161,29263.71467,14535.71764,56.45054377,112.2616262,66.80803387,46.31699279,,31.17632563,74.12621406,91964.09819,,395.1949824,64.92249681,38.0762126,7.569734644,,,,,,40.93666664,6.974207517,,0.756856706,0.042825519,2857
1005006,Andromeda XII,0.823839526,82.25591461,38305.33801,0.924458739,14.82736494,7.10690766,0.783555283,0.647559975,158.1571505,,192.3804633,64.20118424,72.08255434,48.45857078,18.78035254,476.8867363,65.94390502,85.43437752,86.81272246,67.26988611,83.09746816,50.78055019,2.243937783,42.77434591,10.83688451,52.4355535,68.77885694,53.1482705,75.70186192,84.51207079,65.93801468,34.55433056,39.39982811,1.870812635,24.60835741,172.5508898,139.5670302,16.7904462,9.780084842,25539.68592,10114.25328,15.86003803,,17.584345,10.68655286,6.783274811,7.898984742,15.52099928,15.30690998,271.5644807,35.67425394,41289.20856,13376.64641,124.952493,95.54620342,24.38388228,40.26578205,,9.27620663,45.26022311,94921.8833,135.2780223,152.3185098,97.39207873,27.46757808,11.99501966,0.814380685,0.876874622,0.933251484,133.4816888,152.6774354,,,,0.702488258,0.061228265,2721
1005006,Andromeda XIX[60],1.081610216,87.75045362,35643.82923,1.016105929,17.13299197,13.07805064,1.070916703,1.000573394,77.82111882,30.88946255,984.4494337,119.1379872,64.65423261,27.41961305,29.68398524,572.04726,41.86943918,86.76838083,91.33122035,37.74473732,47.5519046,78.59850223,2.951981517,55.50552985,16.382864,12.49702831,64.39372206,43.63621449,92.29115534,75.69961109,54.57806584,22.8512591,43.40111746,2.046322732,18.34044675,175.8670671,167.2544992,30.67940887,9.170059264,54225.02194,8422.671697,362.5503233,249.7369081,19.6309978,,12.98366604,13.20811533,18.19281275,17.8339982,290.6577673,33.58859857,54349.19653,19800.36418,133.0897467,185.8161749,99.77076985,93.5321172,26.78383738,13.652192,92.79758538,168270.7236,117.0921316,147.8255384,136.7982941,66.12916471,11.4493147,0.957959815,0.904678585,1.027326883,95.06864819,72.17600764,,,95.941245,0.475761737,0.161125922,2877
1005006,Andromeda XV,1.149178192,92.83887514,51755.52751,1.094637039,19.65948698,16.5102619,0.978858338,1.045020953,48.94179598,28.37527386,-160.4361788,120.3567214,63.51420189,55.13464073,20.08295427,227.7608514,19.9978548,85.07575916,86.71209582,93.37216881,65.48078144,57.82478341,2.131712971,21.54614531,17.09409977,15.79735381,73.64181768,62.89601556,85.145597,79.08068897,67.13048935,28.01831462,60.10276545,2.035161605,25.69398696,178.3417908,232.932259,19.38197684,11.53458575,34334.9833,2841.174015,18.29603824,122.248528,22.78927997,11.2855991,17.55947464,14.48690116,19.49770761,17.08496694,298.4996545,27.78211479,60994.77275,24789.39003,105.9488689,123.3099086,106.556152,111.9349372,22.81877274,12.47516322,105.1255445,117992.4797,118.2700719,173.5238538,175.0993394,46.39092377,9.732986836,1.020999308,1.083002215,1.035441926,76.37327577,78.13447996,23.52415493,,32.90174662,0.321828598,0.146705272,2781
1005006,Andromeda XVII,0.579138724,59.14805862,17742.4747,0.569781725,11.70623152,5.080310411,0.50361412,0.579817697,215.9128441,17.63621655,106.4535457,61.01136763,214.4388302,110.2094475,11.63256848,618.8318073,64.97334061,60.69863021,64.79169552,40.44549278,124.9618986,187.9830716,2.913475689,113.9982396,8.215250493,86.44605257,77.10334134,74.52341629,45.51329191,89.46954485,84.38732817,98.08550164,56.33250221,2.01695858,19.51548536,391.4075465,487.6341906,44.95244586,32.9579869,17742.40067,7382.505045,18.8187942,88.62128095,23.09677028,13.21817093,,,,,1106.83844,134.1240193,29343.51267,14736.9303,,26.04090686,,,19.39740921,12.50049621,,120203.5245,131.9934127,512.359775,59.67885101,33.43230104,10.9072577,,,,,,7.299683708,9.595314079,30.4307793,,0.05938142,2845
1005006,Andromeda XVIII[60],0.84754194,81.08056405,23938.65558,0.738637169,14.27438515,9.983297469,0.797376695,0.677933585,202.7962584,,1128.729292,40.75150167,91.65483218,88.24055706,15.82016433,328.2178554,78.5144677,76.28524483,67.58270284,53.83448189,97.53681788,67.72526173,,,,,,,,,,134.467454,,,,232.1209712,308.0069852,15.27685447,10.06824224,14960.98148,5940.096899,9.714754049,131.5808232,11.03640913,,,,,,397.6683599,26.75456283,,,78.05373152,48.60844297,,,,,,63709.65366,125.3866819,315.0865837,,,13.9432742,,,,,,,,,,0.041379118,2774
1005006,Andromeda XX,0.984668048,71.77360623,23290.59943,0.674948406,14.14151472,8.624617411,0.68659255,0.67623579,187.4510252,36.17218354,479.601181,66.50027504,59.2393215,55.56416874,13.32283047,485.5030611,61.06002887,78.74265982,85.35033698,96.83782241,94.69296151,158.3077714,3.424953712,74.88360868,12.0614666,51.80313773,67.73090822,56.35692781,60.48683334,94.30477678,74.17478546,69.99407311,58.47162474,2.838925442,25.0393344,178.9790494,331.0908938,20.04578843,11.80794617,4007.142621,7111.665425,14.42358272,204.9901286,35.83406496,15.15242096,9.32803082,8.398075574,14.7838168,15.01642267,608.1543343,79.45755519,25153.46002,9847.065785,88.83923601,97.60038502,70.16312124,39.82464978,31.87932177,27.03567255,53.1057526,147977.8634,113.1208164,231.1022036,70.51000746,18.97840055,9.409789752,0.865722714,0.742879847,1.056291379,180.8292384,158.1731576,33.32400757,6.082961511,27.40295408,0.676414093,0.05038741,2748
1005006,Andromeda XXIII,0.896694473,82.01220931,22078.7034,0.723895038,11.83729161,10.21943092,0.720809839,0.802248786,192.6536428,33.83353545,651.0691214,74.38257879,108.3377518,51.78719627,16.98029172,786.4728957,85.90626016,78.27039307,77.06451544,158.3059327,77.84016984,115.6889927,3.089989595,76.31303526,11.44790477,73.90893137,72.51863004,68.19830619,58.58445025,88.17879941,72.81342429,82.31540064,46.30524555,2.053938797,40.91416499,284.1018123,323.2730572,38.02813104,29.45734218,26213.85591,8235.566284,16.74971875,88.49812663,12.97844985,15.44820148,7.910290994,11.55451097,15.50131948,12.1170889,591.7097366,72.07761664,26668.27392,7991.887427,120.5650028,83.61817023,71.10706014,61.78291451,33.22870779,10.50977172,87.38645159,84867.53227,123.9171003,528.147462,56.91971617,37.3125653,4.938512242,0.727699916,0.811739208,0.960607403,133.7029709,134.152917,12.97953403,3.418759987,31.33512264,0.743947114,0.06203382,2745
1005006,Andromeda XXII[57],1.042865177,82.27960472,26484.42641,0.99963498,16.48367359,12.01725606,0.781830001,0.839350923,119.4068388,29.87043415,659.2572778,66.51497583,60.51005077,52.545556,17.06509318,630.5503073,42.52715598,75.82655759,85.95929421,101.8158659,70.41784756,74.93193733,4.164918282,46.02423715,16.97200494,37.8783992,70.78808623,63.55599546,69.52477321,83.00882766,66.34822368,37.0101341,40.82392009,3.116245743,36.27699314,226.6985747,342.1452742,15.88454321,10.0277698,31929.71501,8255.48263,20.57632716,177.0518064,26.5180537,8.324472892,9.623748101,12.3502561,17.91907202,14.9745252,310.4824213,62.22768115,46211.75142,22301.53558,145.406187,165.8348718,79.06327356,77.62955754,28.10348457,10.5797938,84.51528337,93703.90691,117.3591424,325.9969291,96.98327627,64.68268079,6.678838588,0.801446733,0.784536331,1.029552167,111.1150244,134.4811695,24.02641031,,18.73017093,0.540510787,0.073864428,2868
1005006,Andromeda XXIV,0.551075167,61.04210453,21466.10991,0.418841425,14.54190511,6.358555342,0.500747324,0.515772897,243.169449,27.30846436,1213.079202,39.61262264,157.2115005,95.82253666,14.68328366,207.9647149,25.48104727,62.56536758,55.71016046,89.26004273,137.2031492,198.8151479,2.438970383,95.10926837,15.50886427,93.4306774,90.75392491,79.86017858,33.70005052,87.41960526,80.88150217,53.54334214,54.40276404,2.630396586,27.82039751,609.5832591,712.7111015,24.49782811,9.572500023,19433.70996,7896.940768,19.8444399,90.97890215,22.14579194,15.26675093,5.554236291,6.126516806,14.48209195,12.90174674,1074.07294,119.2193932,24711.96895,10261.47455,38.73522783,57.33411015,32.20051673,27.04501186,23.05493298,6.78352569,47.76563731,123655.5684,128.7284636,641.5946456,58.23005576,35.29902263,9.048919166,0.554769765,0.540880622,0.991201604,178.9941895,172.4046505,-0.177569177,15.1943781,31.46463414,0.825738791,0.043330226,2859
1005006,Andromeda XXIX,0.694841442,67.82964425,26897.56135,0.513376616,13.31122499,7.153085625,0.558891954,0.602046496,230.1159159,26.73599188,1012.959917,81.2550532,157.8844879,103.829115,14.17296726,622.7701783,62.61732006,65.83821212,66.03516871,97.79386181,106.9923548,181.123753,2.45564127,112.3386571,9.305673869,67.00538282,65.62418622,65.25081742,56.87912226,67.09658225,62.70961031,67.97170643,62.44353672,2.710035957,12.777809,427.9713256,471.3204787,52.69122895,28.49884652,19091.79155,4986.85951,16.52560875,345.4319974,28.44590589,11.77957263,4.718841458,8.696070477,14.64654989,16.69552107,1385.712471,133.7108784,19364.11804,7164.087016,,169.6159901,52.21396503,59.85187866,29.68703079,13.76609683,44.40775614,,,358.72544,69.27130397,,11.30831616,0.445591349,0.646909065,0.869118702,156.8793609,154.5277684,-76.741414,4.905841337,,0.814942995,0.04327745,2807
